,company,seller_type,year,seats,index,name,number_sold,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,km_distances,binned_engine,co_cc,_num_sales,Diesel,petrol,firstowner,secondowner,others,_company,_seats_in_year,avg_sellertype
1459,Renault,Individual,2014,5.0,1459,Renault Duster 85PS Diesel RxE,5,-0.1772411551754476,120000,Diesel,1,First Owner,20.45,1461.0,83.8,1.1226440422768151,3,922.0,13,1.0,0.0,1.0,0.0,0.0,25,13,-0.2859515383770954
1460,Mahindra,Individual,2015,7.0,1460,Mahindra TUV 300 T8,18,0.06449574875145596,58945,Diesel,1,First Owner,18.49,1493.0,100.0,0.5159494199651156,3,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,-0.049666327583259055
1461,Hyundai,Individual,2016,5.0,1461,Hyundai Verna 1.6 CRDi S Option,2,0.24579842669663363,120000,Diesel,1,First Owner,23.9,1582.0,126.32,-0.07320221635043335,2,15548.0,118,1.0,0.0,1.0,0.0,0.0,11,118,-0.26450256908028097
1462,Tata,Individual,2014,5.0,1462,Tata Indica Vista Quadrajet LS,5,-0.49149913028042225,168000,Diesel,1,Second Owner,22.3,1248.0,74.0,0.820356736646917,3,8081.0,30,1.0,0.0,0.0,1.0,0.0,27,20,-0.4038951134633411
1463,Nissan,Individual,2011,5.0,1463,Nissan Micra XE,1,-0.6486281178329096,110000,Petrol,1,First Owner,18.06,1198.0,75.0,0.37719086486047443,3,213.0,11,0.0,1.0,1.0,0.0,0.0,23,11,-0.24204475758112015
1464,Honda,Individual,2018,5.0,1464,Honda City i-VTEC VX,4,0.6446643181760245,5500,Petrol,1,First Owner,17.4,1497.0,117.6,-1.2220710334911686,3,3884.0,22,0.0,1.0,1.0,0.0,0.0,10,22,-0.11712715449401692
1465,Ford,Individual,2011,7.0,1465,Ford Endeavour 3.0L 4X4 AT,2,0.3968839916509484,93468,Diesel,0,Second Owner,11.4,2953.0,153.86,0.9964030676898491,1,3659.0,43,1.0,0.0,0.0,1.0,0.0,9,5,-0.1804388998962062
1466,Toyota,Individual,2020,8.0,1466,Toyota Innova Crysta 2.7 GX AT 8 STR,2,1.0314433644590701,40000,Petrol,0,First Owner,10.75,2694.0,163.7,-1.7320935342449026,1,5059.0,5,0.0,1.0,1.0,0.0,0.0,28,3,0.2993815531042407
1467,Maruti,Individual,2017,5.0,1467,Maruti Swift Dzire VXI,32,-0.14702404218458467,70000,Petrol,1,First Owner,20.85,1197.0,83.14,-0.3806707764355942,3,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
1468,Tata,Individual,2007,5.0,1468,Tata Indica V2 DLS,4,-0.6788452308237726,150000,Diesel,1,Second Owner,17.2,1396.0,53.5,0.8951142302706784,3,8081.0,24,1.0,0.0,0.0,1.0,0.0,27,17,-0.4038951134633411
1469,Land,Dealer,2013,5.0,1469,Land Rover Freelander 2 TD4 HSE,1,1.212746042404248,64788,Diesel,0,First Owner,0.0,2179.0,115.0,0.13144827226989975,1,24.0,1,1.0,0.0,1.0,0.0,0.0,16,1,4.465538901142614
1470,Hyundai,Individual,2017,5.0,1470,Hyundai i20 1.2 Asta Option,11,0.06449574875145596,30000,Petrol,1,First Owner,18.6,1197.0,81.83,-0.5703787972979606,3,15548.0,162,0.0,1.0,1.0,0.0,0.0,11,162,-0.26450256908028097
1471,Maruti,Individual,2017,5.0,1471,Maruti Swift ZDI BSIV,2,-0.008025322426615114,35000,Diesel,1,Second Owner,25.2,1248.0,74.0,-0.6144106690262238,3,35091.0,227,1.0,0.0,0.0,1.0,0.0,20,206,-0.35797528539639534
1472,Mahindra,Individual,2015,7.0,1472,Mahindra XUV500 W6 2WD,20,0.18536420071490775,140000,Diesel,1,First Owner,15.1,2179.0,140.0,0.5159494199651156,1,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,-0.049666327583259055
1473,Maruti,Individual,2012,5.0,1473,Maruti Alto K10 2010-2014 VXI,24,-0.5156728206731126,13000,Petrol,1,First Owner,20.92,998.0,67.1,0.40103462008108093,4,35091.0,113,0.0,1.0,1.0,0.0,0.0,20,101,-0.35797528539639534
1474,Mahindra,Individual,2014,7.0,1474,Mahindra XUV500 W4,5,-0.05032928061382324,80000,Diesel,1,Second Owner,15.1,2179.0,140.0,0.6550769903709933,1,18820.0,71,1.0,0.0,0.0,1.0,0.0,19,44,-0.049666327583259055
1475,Hyundai,Individual,2019,5.0,1475,Hyundai Grand i10 1.2 CRDi Asta,7,0.06449574875145596,10000,Diesel,1,First Owner,24.0,1186.0,73.97,-1.8779511878492237,3,15548.0,68,1.0,0.0,1.0,0.0,0.0,11,68,-0.26450256908028097
1476,Chevrolet,Individual,2016,5.0,1476,Chevrolet Beat LT,15,-0.5277596658694578,50000,Petrol,1,First Owner,18.6,1199.0,76.8,-0.04173115884631103,3,1317.0,19,0.0,1.0,1.0,0.0,0.0,4,10,-0.5092084317550766
1477,Hyundai,Individual,2019,5.0,1477,Hyundai Grand i10 1.2 Kappa Magna AT,5,-0.09625929235993493,7000,Petrol,0,First Owner,18.9,1197.0,81.86,-1.8779511878492237,3,15548.0,68,0.0,1.0,1.0,0.0,0.0,11,68,-0.26450256908028097
1478,Maruti,Individual,2012,5.0,1478,Maruti Alto LXi,59,-0.5156728206731126,111000,Petrol,1,First Owner,19.7,796.0,46.3,0.40103462008108093,4,35091.0,113,0.0,1.0,1.0,0.0,0.0,20,101,-0.35797528539639534
1479,Maruti,Dealer,2018,5.0,1479,Maruti Baleno Alpha 1.3,34,0.11284312953683667,38817,Diesel,1,First Owner,27.39,1248.0,74.0,-0.7529080876777112,3,35091.0,221,1.0,0.0,1.0,0.0,0.0,20,208,-0.11139741215452358
1480,Hyundai,Individual,2011,5.0,1480,Hyundai Verna Transform SX VTVT,1,-0.2981096071388994,60000,Petrol,1,First Owner,16.2,1599.0,103.2,0.5320898438399926,2,15548.0,72,0.0,1.0,1.0,0.0,0.0,11,70,-0.26450256908028097
1481,Tata,Individual,2013,5.0,1481,Tata Indigo CS LE (TDI) BS-III,2,-0.47941228508407707,30000,Diesel,1,First Owner,19.09,1396.0,69.0,0.6779306840861328,3,8081.0,46,1.0,0.0,1.0,0.0,0.0,27,37,-0.4038951134633411
1482,Mahindra,Dealer,2018,7.0,1482,Mahindra XUV500 W9 BSIV,2,1.0012262514682073,24000,Diesel,1,First Owner,15.1,2179.0,152.87,-0.6837320005822449,1,18820.0,46,1.0,0.0,1.0,0.0,0.0,19,27,0.2606819153316505
1483,Mahindra,Individual,2015,7.0,1483,Mahindra XUV500 W8 AWD,6,0.4875353306235372,65000,Diesel,1,First Owner,15.1,2179.0,140.0,0.5159494199651156,1,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,-0.049666327583259055
1484,Ford,Individual,2018,5.0,1484,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,13,0.3666668786600854,35000,Diesel,1,First Owner,23.0,1498.0,98.96,-1.052732822592658,3,3659.0,45,1.0,0.0,1.0,0.0,0.0,9,42,-0.1804388998962062
1485,Hyundai,Dealer,2013,5.0,1485,Hyundai i10 Sportz 1.2,2,-0.42985621977906185,37000,Petrol,1,First Owner,20.36,1197.0,78.9,0.23999891579500848,3,15548.0,88,0.0,1.0,1.0,0.0,0.0,11,88,-0.10855554250842206
1486,Toyota,Individual,2014,8.0,1486,Toyota Innova 2.5 G (Diesel) 8 Seater,12,0.3183194978747047,80000,Diesel,1,Second Owner,12.99,2494.0,100.6,0.9986624419353081,1,5059.0,29,1.0,0.0,0.0,1.0,0.0,28,6,0.2993815531042407
1487,Jeep,Individual,2018,5.0,1487,Jeep Compass 2.0 Longitude Option BSIV,5,1.2429631553951108,80000,Diesel,1,First Owner,17.1,1956.0,170.0,-0.3103890586141984,1,18.0,4,1.0,0.0,1.0,0.0,0.0,14,4,1.9907182718328644
1488,Maruti,Individual,2015,5.0,1488,Maruti Alto 800 LXI,66,-0.44919517209321413,16700,Petrol,1,First Owner,22.74,796.0,47.3,-0.05154252201296965,4,35091.0,181,0.0,1.0,1.0,0.0,0.0,20,156,-0.35797528539639534
1489,Maruti,Individual,2018,5.0,1489,Maruti Swift AMT VXI,4,-0.026155590221132882,50000,Petrol,0,First Owner,22.0,1197.0,81.8,-0.7529080876777112,3,35091.0,221,0.0,1.0,1.0,0.0,0.0,20,208,-0.35797528539639534
1490,Fiat,Individual,2010,5.0,1490,Fiat Linea Emotion (Diesel),4,-0.5519333562621481,178000,Diesel,1,Second Owner,20.4,1248.0,91.7,0.8407049987330192,3,305.0,6,1.0,0.0,0.0,1.0,0.0,7,6,-0.505449174858796
1491,Tata,Individual,2011,7.0,1491,Tata New Safari DICOR 2.2 VX 4x2 BS IV,3,-0.49149913028042225,120000,Diesel,1,First Owner,13.93,2179.0,138.1,0.5470642556367983,1,8081.0,71,1.0,0.0,1.0,0.0,0.0,27,14,-0.4038951134633411
1492,Hyundai,Dealer,2015,5.0,1492,Hyundai Xcent 1.1 CRDi Base,3,-0.30898776781561005,55000,Diesel,1,First Owner,24.4,1120.0,71.0,0.08515743795291875,3,15548.0,119,1.0,0.0,1.0,0.0,0.0,11,119,-0.10855554250842206
1493,Ford,Individual,2016,5.0,1493,Ford Figo 1.5D Trend MT,7,-0.3259093510904933,80000,Diesel,1,First Owner,25.83,1498.0,99.0,-0.03697415403723849,3,3659.0,26,1.0,0.0,1.0,0.0,0.0,9,22,-0.1804388998962062
1494,Ford,Individual,2010,5.0,1494,Ford Figo Petrol LXI,1,-0.5640202014584933,50000,Petrol,1,Second Owner,15.6,1196.0,70.0,0.9027003485453641,3,3659.0,21,0.0,1.0,0.0,1.0,0.0,9,20,-0.1804388998962062
1495,Maruti,Individual,2005,5.0,1495,Maruti Alto LX,36,-0.6486281178329096,45000,Petrol,1,Second Owner,19.7,796.0,46.3,0.6786407482867728,4,35091.0,35,0.0,1.0,0.0,1.0,0.0,20,26,-0.35797528539639534
1496,Mahindra,Individual,2011,7.0,1496,Mahindra Scorpio 2.6 CRDe SLE,1,-0.24855354183388417,70000,Diesel,1,Second Owner,10.5,2609.0,120.0,0.9654170540002951,1,18820.0,57,1.0,0.0,0.0,1.0,0.0,19,25,-0.049666327583259055
1497,Toyota,Individual,2006,8.0,1497,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,6,-0.4189780591023512,140000,Diesel,1,Second Owner,12.8,2494.0,102.0,1.39634986208127,1,5059.0,5,1.0,0.0,0.0,1.0,0.0,28,4,0.2993815531042407
1498,Maruti,Individual,2013,5.0,1498,Maruti Alto K10 Knightracer,2,-0.5410551955854375,60000,Petrol,1,Second Owner,20.2,998.0,67.1,0.6449332817712707,4,35091.0,152,0.0,1.0,0.0,1.0,0.0,20,124,-0.35797528539639534
1499,Fiat,Dealer,2013,5.0,1499,Fiat Punto 1.3 Emotion,3,-0.3585438331206253,160254,Diesel,1,Second Owner,19.226666666666667,1248.0,83.37133333333333,1.6181611862439809,3,305.0,6,1.0,0.0,0.0,1.0,0.0,7,6,-0.4612474616531594
1500,Hyundai,Dealer,2013,5.0,1500,Hyundai i20 Asta Optional with Sunroof 1.2,2,-0.23042448272388605,35582,Petrol,1,First Owner,18.5,1197.0,82.85,0.23999891579500848,3,15548.0,88,0.0,1.0,1.0,0.0,0.0,11,88,-0.10855554250842206
1501,Chevrolet,Individual,2017,5.0,1501,Chevrolet Beat LT,15,-0.3585438331206253,90000,Petrol,1,First Owner,17.8,1199.0,76.8,0.671029968382779,3,1317.0,2,0.0,1.0,1.0,0.0,0.0,4,1,-0.5092084317550766
1502,Toyota,Individual,2008,5.0,1502,Toyota Corolla H2,1,-0.6002807370475288,60000,Petrol,1,Second Owner,13.4,1794.0,125.0,1.2339272012446774,2,5059.0,7,0.0,1.0,0.0,1.0,0.0,28,1,0.2993815531042407
1503,Chevrolet,Individual,2011,5.0,1503,Chevrolet Beat Diesel,4,-0.5821504692530111,70000,Diesel,1,Second Owner,25.44,936.0,57.6,0.6401624467250389,4,1317.0,33,1.0,0.0,0.0,1.0,0.0,4,26,-0.5092084317550766
1504,Chevrolet,Dealer,2016,7.0,1504,Chevrolet Trailblazer LTZ 4X2 AT,1,0.7836630379339941,46000,Diesel,0,Second Owner,11.45,2776.0,197.2,0.11988718745642268,1,1317.0,19,1.0,0.0,0.0,1.0,0.0,4,3,-0.3916581626709508
1505,Honda,Trustmark Dealer,2019,5.0,1505,Honda Amaze V CVT Petrol BSIV,21,0.15998182580258286,7032,Petrol,0,First Owner,19.0,1199.0,88.76,-2.688838416792362,3,3884.0,44,0.0,1.0,1.0,0.0,0.0,10,44,0.016199986239864732
1506,Renault,Individual,2013,5.0,1506,Renault Duster RXL AWD,1,0.05845232615328337,120000,Diesel,1,First Owner,19.01,1461.0,108.45,1.0268059731076424,3,922.0,17,1.0,0.0,1.0,0.0,0.0,25,17,-0.2859515383770954
1507,Renault,Individual,2018,5.0,1507,Renault KWID AMT,4,-0.2981096071388994,25000,Petrol,0,First Owner,24.04,999.0,67.0,-1.367343134302295,4,922.0,30,0.0,1.0,1.0,0.0,0.0,25,30,-0.2859515383770954
1508,Mahindra,Individual,1996,4.0,1508,Mahindra Jeep Classic,1,-0.5845678382922801,5000,Diesel,1,Second Owner,15.776056572379368,2179.0,99.93251247920134,-4.073851721289606,1,18820.0,1,1.0,0.0,0.0,1.0,0.0,19,1,-0.049666327583259055
1509,Maruti,Individual,2010,5.0,1509,Maruti Swift Dzire 1.2 Vxi BSIV,5,-0.5277596658694578,200000,Petrol,1,First Owner,17.5,1197.0,85.8,0.3715262956627488,3,35091.0,111,0.0,1.0,1.0,0.0,0.0,20,93,-0.35797528539639534
1510,Hyundai,Individual,2020,5.0,1510,Hyundai Xcent 1.2 VTVT SX,2,-0.1482327267042192,32000,Petrol,1,First Owner,20.14,1197.0,81.86,-2.5128626892510266,3,15548.0,7,0.0,1.0,1.0,0.0,0.0,11,7,-0.26450256908028097
1511,Maruti,Individual,2012,7.0,1511,Maruti Ertiga VDI,38,-0.3585438331206253,140000,Diesel,1,First Owner,20.77,1248.0,88.76,0.40103462008108093,3,35091.0,113,1.0,0.0,1.0,0.0,0.0,20,6,-0.35797528539639534
1512,Hyundai,Individual,2008,5.0,1512,Hyundai Verna CRDi SX,5,-0.5156728206731126,85000,Diesel,1,Second Owner,16.8,1493.0,110.0,0.6085712840444143,3,15548.0,39,1.0,0.0,0.0,1.0,0.0,11,39,-0.26450256908028097
1513,Maruti,Individual,2015,7.0,1513,Maruti Ertiga VDI,38,0.004061522769730063,70000,Diesel,1,First Owner,20.77,1248.0,88.76,-0.05154252201296965,3,35091.0,181,1.0,0.0,1.0,0.0,0.0,20,24,-0.35797528539639534
1514,Tata,Individual,2015,7.0,1514,Tata New Safari DICOR 2.2 EX 4x2,8,-0.15306746478275726,120000,Diesel,1,First Owner,11.57,2179.0,138.1,0.5836228999578853,1,8081.0,47,1.0,0.0,1.0,0.0,0.0,27,27,-0.4038951134633411
1515,Mahindra,Individual,2015,7.0,1515,Mahindra Scorpio S10 7 Seater,10,0.4875353306235372,90000,Diesel,1,First Owner,15.4,2179.0,120.0,0.5159494199651156,1,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,-0.049666327583259055
1516,Tata,Individual,2012,7.0,1516,Tata Safari DICOR 2.2 EX 4x2,9,-0.38876094611148826,120000,Diesel,1,First Owner,13.93,2179.0,138.03,0.5279502082588419,1,8081.0,68,1.0,0.0,1.0,0.0,0.0,27,10,-0.4038951134633411
1517,Mahindra,Individual,2007,7.0,1517,Mahindra Bolero SLX,10,-0.48545570768224966,110000,Diesel,1,others,13.6,2523.0,63.0,1.1704283507021116,1,18820.0,12,1.0,0.0,0.0,0.0,1.0,19,8,-0.049666327583259055
1518,Hyundai,Individual,2018,5.0,1518,Hyundai EON Sportz,8,-0.24492748827498062,15000,Petrol,1,First Owner,21.1,814.0,55.2,-0.9662843039393365,4,15548.0,104,0.0,1.0,1.0,0.0,0.0,11,104,-0.26450256908028097
1519,Tata,Individual,2010,4.0,1519,Tata Nano Lx BSIV,3,-0.7271926116091533,30400,Petrol,1,others,26.0,624.0,35.0,1.3228668903915293,4,8081.0,41,0.0,1.0,0.0,0.0,1.0,27,1,-0.4038951134633411
1520,Tata,Individual,2014,5.0,1520,Tata Indica Vista Quadrajet VX Tech,1,-0.50962939807494,120000,Diesel,1,First Owner,22.3,1248.0,74.0,0.6621666110831189,3,8081.0,30,1.0,0.0,1.0,0.0,0.0,27,20,-0.4038951134633411
1521,Ford,Individual,2020,5.0,1521,Ford Freestyle Titanium Petrol BSIV,3,-0.2981096071388994,5000,Petrol,1,Second Owner,19.0,1194.0,94.68,-4.073851721289606,3,3659.0,1,0.0,1.0,0.0,1.0,0.0,9,1,-0.1804388998962062
1522,Mahindra,Individual,2017,6.0,1522,Mahindra Thar CRDe,9,0.16119051032221737,35000,Diesel,1,First Owner,16.55,2498.0,105.0,0.20675391118241768,1,18820.0,55,1.0,0.0,1.0,0.0,0.0,19,11,-0.049666327583259055
1523,Jaguar,Dealer,2017,5.0,1523,Jaguar XE 2016-2019 2.0L Diesel Prestige,23,2.495160317736471,9000,Diesel,0,First Owner,13.6,1999.0,177.0,-1.183774673730422,1,214.0,52,1.0,0.0,1.0,0.0,0.0,13,52,3.160543383959967
1524,Chevrolet,Dealer,2012,5.0,1524,Chevrolet Beat Diesel LT,15,-0.5700636240566659,56365,Diesel,1,First Owner,25.44,936.0,56.3,0.7078344021305276,4,1317.0,22,1.0,0.0,1.0,0.0,0.0,4,21,-0.3916581626709508
1525,Maruti,Individual,2018,5.0,1525,Maruti Swift Dzire AMT VXI BS IV,2,0.06449574875145596,7800,Petrol,0,First Owner,22.0,1197.0,81.8,-0.7529080876777112,3,35091.0,221,0.0,1.0,1.0,0.0,0.0,20,208,-0.35797528539639534
1526,Renault,Individual,2018,5.0,1526,Renault KWID RXL,13,-0.3585438331206253,40000,Petrol,1,First Owner,25.17,799.0,53.3,-1.367343134302295,4,922.0,30,0.0,1.0,1.0,0.0,0.0,25,30,-0.2859515383770954
1527,Mahindra,Individual,2016,9.0,1527,Mahindra Bolero 2011-2019 DI - AC BS III,9,-0.05637270321199583,120000,Diesel,1,First Owner,15.96,2523.0,63.0,0.48571453287014466,1,18820.0,71,1.0,0.0,1.0,0.0,0.0,19,7,-0.049666327583259055
1528,Hyundai,Individual,2012,5.0,1528,Hyundai Verna 1.6 SX,27,-0.31019645233524457,100000,Diesel,1,Second Owner,22.32,1582.0,126.32,0.9196053121612364,2,15548.0,87,1.0,0.0,0.0,1.0,0.0,11,87,-0.26450256908028097
1529,Mahindra,Individual,2014,7.0,1529,Mahindra XUV500 W8 4WD,15,0.18536420071490775,136000,Diesel,1,First Owner,15.1,2179.0,140.0,0.7837793988306828,1,18820.0,71,1.0,0.0,1.0,0.0,0.0,19,44,-0.049666327583259055
1530,Mahindra,Individual,2016,6.0,1530,Mahindra KUV 100 mFALCON G80 K6 AW,2,-0.2981096071388994,14000,Petrol,1,Second Owner,18.15,1198.0,82.0,0.13058264441219866,3,18820.0,71,0.0,1.0,0.0,1.0,0.0,19,14,-0.049666327583259055
1531,Toyota,Individual,2012,7.0,1531,Toyota Innova 2.5 G (Diesel) 7 Seater,12,0.1007562843404915,250000,Diesel,1,First Owner,12.99,2494.0,100.0,1.265528770176239,1,5059.0,40,1.0,0.0,1.0,0.0,0.0,28,9,0.2993815531042407
1532,Maruti,Individual,2005,5.0,1532,Maruti Alto LXI,7,-0.6728018082256,99361,Petrol,1,Second Owner,19.7,796.0,46.3,0.6786407482867728,4,35091.0,35,0.0,1.0,0.0,1.0,0.0,20,26,-0.35797528539639534
1533,Mahindra,Individual,2015,7.0,1533,Mahindra Scorpio 1.99 S6 Plus,6,0.2155813137057707,60000,Diesel,1,First Owner,15.4,1997.0,120.0,0.5159494199651156,1,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,-0.049666327583259055
1534,Hyundai,Individual,2019,5.0,1534,Hyundai Xcent 1.2 VTVT E,3,-0.1772411551754476,60000,Petrol,1,First Owner,20.14,1197.0,81.86,-1.8779511878492237,3,15548.0,68,0.0,1.0,1.0,0.0,0.0,11,68,-0.26450256908028097
1535,Tata,Individual,2018,5.0,1535,Tata Nexon 1.5 Revotorq XZ Plus,6,0.3908393603682562,21871,Diesel,1,First Owner,21.5,1497.0,108.5,-0.7626577462878991,3,8081.0,64,1.0,0.0,1.0,0.0,0.0,27,56,-0.4038951134633411
1536,Hyundai,Individual,2015,5.0,1536,Hyundai Creta 1.6 Gamma SX Plus,1,0.30623265267835953,90000,Petrol,1,First Owner,15.29,1591.0,121.3,0.08515743795291875,2,15548.0,119,0.0,1.0,1.0,0.0,0.0,11,119,-0.26450256908028097
1537,Ford,Individual,2018,5.0,1537,Ford Figo Aspire 1.5 TDCi Titanium,9,0.17690340907746613,30000,Diesel,1,First Owner,25.83,1498.0,99.0,-1.052732822592658,3,3659.0,45,1.0,0.0,1.0,0.0,0.0,9,42,-0.1804388998962062
1538,Hyundai,Individual,2013,5.0,1538,Hyundai i20 Sportz 1.2,12,-0.2981096071388994,43000,Petrol,1,Second Owner,18.5,1197.0,82.85,0.3319444977429747,3,15548.0,88,0.0,1.0,0.0,1.0,0.0,11,88,-0.26450256908028097
1539,Mahindra,Individual,2007,5.0,1539,Mahindra Renault Logan 1.5 DLE Diesel,2,-0.5640202014584933,187000,Diesel,1,Second Owner,19.2,1461.0,65.0,1.4170671125668106,3,18820.0,12,1.0,0.0,0.0,1.0,0.0,19,2,-0.049666327583259055
1540,Hyundai,Individual,2010,5.0,1540,Hyundai i10 Magna,23,-0.6002807370475288,123278,Petrol,1,Second Owner,20.36,1197.0,78.9,0.7529361395849068,3,15548.0,42,0.0,1.0,0.0,1.0,0.0,11,41,-0.26450256908028097
1541,Ford,Individual,2015,5.0,1541,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,8,-0.04428585801565065,90000,Diesel,1,First Owner,22.77,1498.0,98.59,0.3664613561411981,3,3659.0,36,1.0,0.0,1.0,0.0,0.0,9,35,-0.1804388998962062
1542,Maruti,Individual,2014,5.0,1542,Maruti Alto 800 LXI,66,-0.47941228508407707,20000,Petrol,1,First Owner,22.74,796.0,47.3,0.044502470454782686,4,35091.0,134,0.0,1.0,1.0,0.0,0.0,20,114,-0.35797528539639534
1543,Mahindra,Dealer,2015,7.0,1543,Mahindra Bolero B4,3,-0.2437188037553461,40200,Diesel,1,First Owner,21.0,1498.0,74.96,0.5159494199651156,3,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,0.2606819153316505
1544,Honda,Individual,2004,5.0,1544,Honda City 1.5 GXI,2,-0.542263880105072,110000,Petrol,1,others,12.8,1493.0,100.0,1.000454273734156,3,3884.0,5,0.0,1.0,0.0,0.0,1.0,10,5,-0.11712715449401692
1545,Hyundai,Dealer,2016,5.0,1545,Hyundai i20 Asta Option 1.4 CRDi,8,-0.08658981620285877,53000,Diesel,1,First Owner,22.54,1396.0,88.73,-0.07320221635043335,3,15548.0,118,1.0,0.0,1.0,0.0,0.0,11,118,-0.10855554250842206
1546,Tata,Individual,2011,5.0,1546,Tata Indica Vista Aqua 1.4 TDI,9,-0.612367582243874,200000,Diesel,1,Second Owner,17.0,1405.0,71.0,0.7512367732346976,3,8081.0,71,1.0,0.0,0.0,1.0,0.0,27,52,-0.4038951134633411
1547,Tata,Individual,2015,5.0,1547,Tata Indigo CS LX (TDI) BS-III,7,-0.47941228508407707,80000,Diesel,1,Second Owner,19.09,1405.0,69.01,0.9083768852221188,3,8081.0,47,1.0,0.0,0.0,1.0,0.0,27,17,-0.4038951134633411
1548,Maruti,Individual,2015,5.0,1548,Maruti Swift VDI BSIV,48,-0.014068745024787704,50000,Diesel,1,First Owner,25.2,1248.0,74.0,-0.05154252201296965,3,35091.0,181,1.0,0.0,1.0,0.0,0.0,20,156,-0.35797528539639534
1549,Mahindra,Individual,2012,7.0,1549,Mahindra Bolero 2011-2019 ZLX,15,-0.05637270321199583,75000,Diesel,1,First Owner,15.96,2523.0,62.1,1.5998610600971064,1,18820.0,58,1.0,0.0,1.0,0.0,0.0,19,29,-0.049666327583259055
1550,Mitsubishi,Individual,2008,5.0,1550,Mitsubishi Lancer 2.0 L Diesel LX,1,-0.5881938918511836,100000,Diesel,1,First Owner,14.8,1998.0,68.0,0.8439915191568378,1,110.0,2,1.0,0.0,1.0,0.0,0.0,22,2,0.0731909360677699
1551,Hyundai,Individual,2012,5.0,1551,Hyundai i20 Asta 1.4 CRDi,13,-0.14702404218458467,120000,Diesel,1,First Owner,22.54,1396.0,88.73,0.27548728041574055,3,15548.0,87,1.0,0.0,1.0,0.0,0.0,11,87,-0.26450256908028097
1552,Maruti,Individual,2017,5.0,1552,Maruti Swift VDI BSIV,48,-0.0745029710065136,90000,Diesel,1,First Owner,25.2,1248.0,74.0,-0.3806707764355942,3,35091.0,227,1.0,0.0,1.0,0.0,0.0,20,206,-0.35797528539639534
1553,Maruti,Individual,2018,5.0,1553,Maruti Vitara Brezza ZDi AMT,3,0.30623265267835953,50000,Diesel,0,Second Owner,24.3,1248.0,88.5,-0.5360387566963732,3,35091.0,221,1.0,0.0,0.0,1.0,0.0,20,208,-0.35797528539639534
1554,Maruti,Individual,2012,5.0,1554,Maruti Wagon R LXI BSIII,5,-0.5156728206731126,60000,Petrol,1,others,18.9,998.0,67.1,0.7148989986749198,4,35091.0,113,0.0,1.0,0.0,0.0,1.0,20,101,-0.35797528539639534
1555,Maruti,Individual,2007,5.0,1555,Maruti Alto LX,36,-0.6244544274402193,78000,Petrol,1,First Owner,19.7,796.0,46.3,0.27701866976988393,4,35091.0,50,0.0,1.0,1.0,0.0,0.0,20,39,-0.35797528539639534
1556,Mahindra,Individual,2014,8.0,1556,Mahindra Xylo D2 BSIV,4,-0.304153029737072,140000,Diesel,1,First Owner,14.0,2489.0,95.0,0.7837793988306828,1,18820.0,71,1.0,0.0,1.0,0.0,0.0,19,11,-0.049666327583259055
1557,Tata,Individual,2011,5.0,1557,Tata Indica Vista Aura 1.2 Safire BSIV,1,-0.6244544274402193,70000,Petrol,1,Second Owner,16.5,1172.0,65.0,0.7512367732346976,3,8081.0,71,0.0,1.0,0.0,1.0,0.0,27,52,-0.4038951134633411
1558,Maruti,Individual,2010,5.0,1558,Maruti Swift Dzire VDi,31,-0.50962939807494,120000,Diesel,1,Second Owner,19.3,1248.0,73.9,1.037198330406781,3,35091.0,111,1.0,0.0,0.0,1.0,0.0,20,93,-0.35797528539639534
1559,Maruti,Individual,2009,5.0,1559,Maruti Ritz VXi,9,-0.539846511065803,120000,Petrol,1,First Owner,18.5,1197.0,85.8,0.4383439500218029,3,35091.0,80,0.0,1.0,1.0,0.0,0.0,20,70,-0.35797528539639534
1560,Maruti,Individual,2007,4.0,1560,Maruti 800 AC BSIII,7,-0.7090623438146355,100000,Petrol,1,Second Owner,16.1,796.0,37.0,0.44369679349414215,4,35091.0,50,0.0,1.0,0.0,1.0,0.0,20,11,-0.35797528539639534
1561,Maruti,Dealer,2015,5.0,1561,Maruti Swift VXI BSIV,3,-0.20745826816631055,51000,Petrol,1,First Owner,22.0,1197.0,81.8,-0.05154252201296965,3,35091.0,181,0.0,1.0,1.0,0.0,0.0,20,156,-0.11139741215452358
1562,Maruti,Individual,2016,5.0,1562,Maruti Vitara Brezza VDi,9,0.12492997473318185,70000,Diesel,1,First Owner,24.3,1248.0,88.5,-0.06351717045580828,3,35091.0,185,1.0,0.0,1.0,0.0,0.0,20,159,-0.35797528539639534
